13341ff041494679a9ae56a046b86319,32
8bbc2399c927455095df60531f9d5913,32
5535ac83d3b649eb821337f688412df3,30
d956806293fb4c3093937f4d4a8b4466,28
506f7c019423422a930154cd928f78fd,27
c7016d2e69ec42e181e74b2388988dff,22
d13f3a739a084da8b8501aa012b14408,20
